package	metadata_names	description	license	status	registered_module	binding_flag	configuration_file	delivery	implementation_evidence	python_stub_status	docstring_status	test_status	missing_apis_or_deficiencies	blocker	evidence_state
Spatial_sorting	Spatial_sorting	Package Spatial_sorting: Clever sorting of points to improve incremental algorithms (typically Delaunay).	LGPL (v3 or later)	PARTIAL	St	CGALPY_SPATIAL_SORTING_BINDINGS	cmake/modules/spatial_sorting_options.cmake	registered St module with a verified spatial_sorting_options configuration file, selector and selector invocation. The options support sequential or parallel concurrency and median or middle Hilbert policies as compile-time choices. One dedicated st_epicd_4 runner and manifest resolve successfully in dry-run mode, and the broader carl configuration also enables St. No matching configured St build, extension, wheel or module stub was located.	Current source exposes one top-level Python function name, spatial_sort, through six source-level registrations intended for 2D, 3D and d-dimensional point lists. Explicit-kernel overloads accept Hilbert and multiscale thresholds plus a ratio, while default overloads use the compile-time policy. Each implementation copies the Python list into a C++ vector, sorts it and writes the ordered points back into the original list.	No generated St module stub was located because no matching configured St build was found. Runtime overload availability and stub parity are therefore unverified.	Spatial_sorting.json contains 22 compounds. Standalone build-tree St_docstrings.hpp and St_docstrings.cpp artifacts were verified, and the current source consumes St_docstrings.hpp. Their integration into a compiled St module was not verified.	The maintained st_epicd_4 runner and manifest resolve successfully in dry-run mode to a detached static-dimension-4 Kernel_d build directory. The broader carl configuration also enables St. Spatial_sorting/my_point.py and Triangulation_d/convex_hull.py use St.spatial_sort, but no focused Spatial_sorting comparison-runner entry was verified. No St variant was configured or compiled during this inventory, and no runtime import, stub parse or example execution was verified.	Only the spatial_sort function family is exposed. Hilbert_sort_2, Hilbert_sort_3, Hilbert_sort_d, Hilbert_sort_on_sphere_3, Multiscale_sort, Spatial_sort_traits_adapter_2, Spatial_sort_traits_adapter_3, Spatial_sort_traits_adapter_d and Python-visible policy types are absent. Concurrency and policy are compile-time choices rather than runtime Python arguments. d-dimensional helper definitions are guarded by CGALPY_KERNEL_D_BINDINGS, while their Python registrations are guarded by CGALPY_KERNEL_BINDINGS; this mismatch is verified but has not been demonstrated to cause a build failure. The original inventory mapping omitted the real St selector and configuration file; corrected mapping v2 records them.		VERIFIED-PARTIAL-CURRENT-SOURCE-NO-RUNTIME
Straight_skeleton_2	Straight_skeleton_2	Straight Line Skeleton (SLS) computation of a 2D Polygon with Holes, and SLS-Based Polygon Offsetting.	GPL (v3 or later)	PARTIAL	Sn2	CGALPY_STRAIGHT_SKELETON_2_BINDINGS	cmake/modules/straight_skeleton_2_options.cmake	registered Sn2 module with one maintained EPIC runner and matching manifest. The runner resolves successfully in dry-run mode to a detached build directory and enables both Straight_skeleton_2 and Polygon bindings. No matching configured Sn2 build, extension, wheel or module stub was located.	Current source exports 22 distinct top-level Python names through 72 overload registrations. It provides broad high-level interior and exterior straight-skeleton construction, weighted and unweighted variants, offset-polygon generation for polygons and polygons with holes, combined skeleton-and-offset functions, frame-margin computation, printing helpers and conditional drawing helpers. The Straight_skeleton_2 class itself exposes only a default constructor.	No generated Sn2 module stub was located because no matching configured Sn2 build was found. Runtime and stub parity are therefore unverified.	Straight_skeleton_2.json contains 32 compounds. Two standalone build-tree Sn2 docstring artifact sets were verified with different sizes and hashes, indicating different generation contexts. The current source consumes Sn2_docstrings.hpp, but integration into a compiled Sn2 module was not verified.	The maintained sn2_epic runner and manifest resolve successfully in dry-run mode. Multiple focused Python examples exercise high-level skeleton and offset functions, and create_offset_polygons_2.py is registered in the C++/Python comparison runner. No Sn2 variant was configured or compiled during this inventory, and no runtime import, stub parse or example execution was verified.	Straight_skeleton_2 exposes only construction and no skeleton methods or traversal interfaces. Vertex, Halfedge and Face aliases exist in the type header but were not visibly bound. Low-level builders, traits, visitors, polygon offset builders and converter types represented in the package documentation are absent. arrange_offset_polygons_2, convert_straight_skeleton_2 and extrude_skeleton are explicitly left unbound. low_level_api.py contains commented unavailable builder operations, while extrude_skeleton.py contains C++-style source and does not validate a Python extrusion binding.		VERIFIED-PARTIAL-CURRENT-SOURCE-NO-RUNTIME
Straight_skeleton_extrusion_2	Straight_skeleton_extrusion_2	Given a 2D strictly simple polygon, possibly with weights, and a set of angles associated to edges, construct the extruded polygon using a straight skeleton.	GPL (v3 or later)	UNSUPPORTED				none	The exact ownership audit found no direct include of a public header owned by this package in tracked binding sources, no dedicated JSON documentation input, no configuration or CMake test, no authoritative build manifest, and no dedicated Python example directory.	No registered Python module or standalone stub exists for this package.	No dedicated generated-docstring input or standalone Python module documentation was identified.	No dedicated binding configuration, CMake test, build manifest, or maintained Python example was identified.	No standalone or cross-delivered Python API is evidenced for this package. Its public API, module, stub, generated documentation, and binding-library route are absent.		VERIFIED-UNSUPPORTED-NO-BINDING-EVIDENCE-CURRENT-SOURCE
Stream_lines_2	Stream_lines_2	Stream lines placement in a 2D vector field.	GPL (v3 or later)	UNSUPPORTED				none	Dedicated JSON documentation input: src/libs/cgalpy/lib/docstrings/json/Stream_lines_2.json. The exact ownership audit found no direct include of a public header owned by this package in tracked binding sources and no dedicated configuration, test, or authoritative build manifest.	No registered Python module or standalone stub exists for this package.	Documentation or example source material exists, but it is not connected to a registered binding module. Such source material alone does not constitute an exposed Python API.	No dedicated binding configuration, CMake test, or authoritative build manifest exists for this package.	The package has documentation or example source material but no Python binding route. Its classes and functions are not exposed through a standalone module, stub, generated module documentation, or dedicated variant.		VERIFIED-UNSUPPORTED-DOC-ONLY-CURRENT-SOURCE
Stream_support	Stream_support	Stream support: General stream iterator, Verbose_ostream and support for io modes and tags.	LGPL (v3 or later)	PARTIAL				Dependency or cross-package delivery through existing registered bindings; no standalone Python module is registered for this CGAL package.	Tracked binding sources directly include 5 public header(s) owned by this package from 7 binding source/header file(s). Included headers: CGAL/IO/Color.h; CGAL/IO/io.h; CGAL/IO/polygon_soup_io.h; CGAL/IO/read_points.h; CGAL/IO/write_points.h. Binding files: src/libs/cgalpy/include/cgalpy/Graphics_scene_options_extended.hpp; src/libs/cgalpy/include/cgalpy/add_insertion.hpp; src/libs/cgalpy/lib/basic_viewer_bindings.cpp; src/libs/cgalpy/lib/kernel_bindings.cpp; src/libs/cgalpy/lib/point_set_processing_bindings.cpp; src/libs/cgalpy/lib/pol3/export_polyhedron_3.cpp; src/libs/cgalpy/lib/surface_mesh_bindings.cpp.	No standalone package stub exists. Python-visible symbols derived from these headers can appear only in stubs for the registered modules containing the wrapper code.	A dedicated package JSON documentation input exists: src/libs/cgalpy/lib/docstrings/json/Stream_support.json. No standalone generated Python documentation module is registered for this package.	No dedicated package configuration, CMake test, or authoritative build manifest was identified. Coverage is indirect through registered variants compiling the listed binding files.	The package is not independently bound. Only selected headers are consumed as dependencies or cross-package implementation details; its complete public API, standalone module, independent stub, module documentation, and dedicated build route are absent.		VERIFIED-PARTIAL-DEPENDENCY-CURRENT-SOURCE
Subdivision_method_3	Subdivision_method_3	Generic subdivision methods on Polygonal Meshes.	LGPL (v3 or later)	UNSUPPORTED				none	Dedicated JSON documentation input: src/libs/cgalpy/lib/docstrings/json/Subdivision_method_3.json. The exact ownership audit found no direct include of a public header owned by this package in tracked binding sources and no dedicated configuration, test, or authoritative build manifest.	No registered Python module or standalone stub exists for this package.	Documentation or example source material exists, but it is not connected to a registered binding module. Such source material alone does not constitute an exposed Python API.	No dedicated binding configuration, CMake test, or authoritative build manifest exists for this package.	The package has documentation or example source material but no Python binding route. Its classes and functions are not exposed through a standalone module, stub, generated module documentation, or dedicated variant.		VERIFIED-UNSUPPORTED-DOC-ONLY-CURRENT-SOURCE
Surface_mesh	Surface_mesh	Implementation of a halfedge datastructure	GPL (v3 or later)	PARTIAL	Sm	CGALPY_SURFACE_MESH_BINDINGS	cmake/modules/surface_mesh_options.cmake	Registered Sm module validated using fresh detached sm_pmp_epic, sm_pmp_epec and sm_all9_epic macOS arm64 Release builds from the integrated current source. Each variant produced a CPython 3.12 extension, wheel, source distribution, valid Sm stub and build-tree-generated Sm docstrings. Maintained examples and registered iterator and circulator comparisons passed in every variant.	Surface_mesh_3 exposes descriptor types, construction, mutation, traversal, garbage collection, static and dynamic property maps, points(), mesh and polygon-soup I/O, Face_filtered_graph and BGL-style graph operations. Ownership policies retain source meshes for static maps, points(), dynamic maps, tag-based maps and Face_filtered_graph. Global graph-range functions return copied vectors without invalid result keep_alive policies. Property-map range transfer parameters use from_index and to_index.	All three generated Sm stubs parse as valid Python and contain no reserved from or to parameter. EPIC and all-nine EPIC each contain 49 valid ranged transfer overloads. EPEC contains 53 because the exact kernel exports four additional FT map families.	All three build trees contain generated Sm_docstrings.hpp and Sm_docstrings.cpp under build-tree paths. Every header and source pair contains 178 matching identifiers and zero identifier beginning with CGAL_. The removed source-tree generated-docstring directory remains absent.	Three of three binding-library variants built their extension and stub targets and produced one wheel and one source distribution each. Runtime cases passed 33/33 with zero tested nanobind leak lines. Maintained examples passed 15/15. Registered Python versus C++ iterator and circulator comparisons passed 6/6 with exact and normalized matches.	Surface_mesh_2 is defined but not exported. Dynamic bool property maps are not exported. assign, property_stats, Face_filtered_graph index-map getters, selection helpers, remove_edge by two vertices and several Boost selection functions remain unbound or commented out. read_polygon_soup accepts an unused named-parameter dictionary. Visual drawing was not included in headless validation. The legacy misspelled sm_circualtors.py remains for compatibility, while the maintained runner now invokes sm_circulators.py.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_approximation	Surface_mesh_approximation		GPL (v3 or later)	PARTIAL	Sma	CGALPY_SURFACE_MESH_APPROXIMATION_BINDINGS	cmake/modules/surface_mesh_approximation_options.cmake	Registered Sma module validated in focused sm_sma_epic and consolidated sm_all9_epic Release configurations. Both produced loadable extensions, wheels, source distributions, valid stubs, and build-tree docstrings.	Live and generated-stub surfaces match exactly and expose Seeding_method, Verbose_level, approximate_triangle_mesh. Generated documentation is wired to both public enumerations and the maintained function.	Both generated Sma stubs parse and exactly match their live public surfaces.	All top-level public Sma objects have non-empty runtime documentation. The expected generated enumeration text is present. Generated declaration and definition sets match and contain no CGAL_-prefixed identifier.	Focused and all-nine builds and offline packaging passed. Every maintained Sma example passed in both configurations with zero tested nanobind leak lines. No parity pair is currently registered.	The maintained Python API is partial relative to the full CGAL Surface Mesh Approximation package. No Sma.json stub filter is required by the validated pipeline.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_decomposition	Surface_mesh_decomposition	Implementation package containing approximate convex decomposition of closed surface meshes into convex volumes.	GPL (v3 or later)	PARTIAL				No independent Python submodule is registered for this source-package row. Its public CGAL::approximate_convex_decomposition API is delivered through the registered Smdec module associated with the Convex_decomposition_3 documentation package.	The implementation header Surface_mesh_decomposition/include/CGAL/approximate_convex_decomposition.h defines the API exposed by Smdec. Upstream assigns the function to the PkgConvexDecomposition3Ref Doxygen group, and the Convex_decomposition_3 Doxyfile deliberately imports this header. Fresh EPIC, EPEC and aggregate Smdec runtimes successfully exercised the implementation.	No independent Surface_mesh_decomposition Python module or stub exists. The delivered API appears in the three fresh Smdec stubs.	No Surface_mesh_decomposition.json input exists because upstream documents the public approximate-decomposition function under Convex_decomposition_3. The generated Smdec documentation therefore correctly comes from Convex_decomposition_3.json.	Coverage is provided through the three fresh Smdec builds and runtimes. Focused EPIC, focused EPEC and all-nine EPIC builds passed, and the maintained approximate convex decomposition example passed.	This package has no independently registered Python module, library-name component, stub or documentation input. Its public approximate-decomposition API is cross-delivered through Smdec under the Convex_decomposition_3 documentation identity. The table must retain this row to distinguish the physical implementation package from the upstream documentation package and avoid falsely classifying the implementation as entirely unsupported.		VERIFIED-PARTIAL-CROSS-PACKAGE-DELIVERY-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_deformation	Surface_mesh_deformation		GPL (v3 or later)	PARTIAL	Smdef	CGALPY_SURFACE_MESH_DEFORMATION_BINDINGS	cmake/modules/surface_mesh_deformation_options.cmake	Registered Smdef module validated in focused sm_smdef_epic and consolidated sm_all9_epic Release configurations. Both produced loadable extensions, wheels, source distributions, valid stubs, and build-tree docstrings.	Live and generated-stub surfaces match exactly and expose Deformation_algorithm_tag, Surface_mesh_deformation. Existing generated class and enumeration documentation is wired to the Python bindings.	Both generated Smdef stubs parse and exactly match their live public surfaces.	All top-level public Smdef objects have non-empty runtime documentation and contain the expected generated class or enumeration text. Generated declaration and definition sets match and contain no CGAL_-prefixed identifier.	Focused and all-nine builds and offline packaging passed. Every maintained Smdef example passed in both configurations with zero tested nanobind leak lines. No parity pair is currently registered.	The maintained Python API remains partial relative to the full CGAL Surface Mesh Deformation package.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_parameterization	Surface_mesh_parameterization	Planar Parameterization of Triangulated Surface Meshes Parameterizing a surface amounts to finding a one-to-one mapping from a suitable domain to the surface. In this package, we focus on triangulated surfaces that are homeomorphic to a disk and on piecewise linear mappings into a planar domain. This CGAL package implements several surface mesh parameterization methods, such as As Rigid As Possible Parameterization, Discrete Authalic Parameterization, Discrete Conformal Map, Floater Mean Value Coordinates, Least Squares Conformal Maps, Orbifold Tutte Embedding, or Tutte Barycentric Mapping. The package proposes an interface with the Boost Graph Library API data structure. It can thus be used either with Polyhedron_3, Surface_mesh, or any class model of the concept `FaceGraph`. Since parameterizing meshes requires an efficient representation of sparse matrices and efficient iterative or direct linear solvers, we provide links to the standard library Eigen3.	GPL (v3 or later)	PARTIAL	Smp	CGALPY_SURFACE_MESH_PARAMETERIZATION_BINDINGS	cmake/modules/surface_mesh_parameterization_options.cmake	Registered Smp module validated in focused sm_smp_epic and consolidated sm_all9_epic Release configurations. Both produced loadable extensions, wheels, source distributions, valid stubs, and build-tree docstrings.	Live and generated-stub surfaces match exactly and expose Error_code, Parameterization_method, get_error_message, and parameterize_to_off. Generated Error_code documentation and the wrapper-owned Parameterization_method documentation are wired to the Python bindings.	Both generated Smp stubs parse and exactly match their live public surfaces.	All top-level public Smp objects have non-empty runtime documentation and contain the expected generated or wrapper-owned text. Generated declaration and definition sets match and contain no CGAL_-prefixed identifier.	Focused and all-nine builds and offline packaging passed. The maintained simple_parameterization.py example passed in both configurations with zero tested nanobind leak lines. No parity pair is currently registered.	The maintained Python API is partial relative to the full CGAL Surface Mesh Parameterization package. It exposes four selected parameterization algorithms through Parameterization_method and the parameterize_to_off helper.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_segmentation	Surface_mesh_segmentation		GPL (v3 or later)	PARTIAL	Smse	CGALPY_SURFACE_MESH_SEGMENTATION_BINDINGS	cmake/modules/surface_mesh_segmentation_options.cmake	Registered Smse module validated in focused sm_smse_epic and sm_smse_epec and consolidated sm_all9_epic Release configurations. Each configuration produced one loadable extension, one wheel, one source distribution, a valid Smse stub, and build-tree-generated docstrings.	The live and generated-stub surfaces match exactly and expose sdf_values, sdf_values_postprocessing, segmentation_from_sdf_values, and segmentation_via_sdf_values. All four wrapper functions use generated cgalpy::smse::docstrings symbols.	The generated Smse stubs for focused EPIC, focused EPEC, and consolidated all-nine EPIC parse successfully and exactly match their live public surfaces.	All four public Smse functions have non-empty runtime documentation containing the expected generated text. Generated declaration and definition sets match with 25 symbols and no CGAL_-prefixed identifier.	Fresh focused EPIC, focused EPEC, and all-nine main-source builds and offline packaging passed. The maintained segmentation_from_sdf_values_SM_example.py runner passed in all three configurations with zero tested nanobind leak lines. A broader candidate diagnostic recorded that two legacy examples use the fixed CGALPY.CGALPY import and three require Pol3, which the maintained Surface_mesh-focused variants do not expose. Repository-wide parity registration references found: 0.	The maintained runnable example route covers the Surface_mesh example. Five additional legacy example files are not compatible with these Surface_mesh-only variants because they either use the obsolete fixed CGALPY import or require the Pol3 module.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_shortest_path	Surface_mesh_shortest_path	Surface mesh shortest path package: provides methods for computing geodesic shortest path on triangulated surface meshes	GPL (v3 or later)	PARTIAL	Smsh	CGALPY_SURFACE_MESH_SHORTEST_PATH_BINDINGS	cmake/modules/surface_mesh_shortest_path_options.cmake	Registered Smsh module validated in focused sm_smsh_epic, focused sm_smsh_epec, and consolidated sm_all9_epic Release configurations. Each produced one loadable extension, one wheel, one source distribution, a valid Smsh stub, and build-tree-generated documentation.	The live and generated-stub surfaces match exactly and expose Barycentric_coordinates_type, Surface_mesh_shortest_path, and random_face_index. The class exposes its mesh constructor, two add_source_point overloads, build_sequence_tree, clear, number_of_source_points, point, two shortest-distance overloads, two shortest-path point overloads, and the wrapper-owned polyline writer. Thirteen exact generated cgalpy::smsh::docstrings symbols are wired.	Generated Smsh stubs for focused EPIC, focused EPEC, and consolidated all-nine EPIC parse successfully and exactly match their live public surfaces.	The enum, class, constructor, and all CGAL-backed bound methods use generated documentation. The random-face helper and polyline writer retain wrapper-owned documentation. Generated declaration and definition sets match with 408 symbols and no CGAL_-prefixed generated identifier.	Fresh focused EPIC, focused EPEC, and all-nine candidate and main-source builds passed. Offline wheel and source-distribution generation passed. The maintained shortest_paths.py example passed in all three configurations, produced a non-empty 2,912,546-byte polyline file, and emitted zero tested nanobind leak lines. No Smsh parity pair is registered.	The Python wrapper intentionally exposes a focused subset of the underlying CGAL class. Currently unbound operations include source-point removal and iteration, changed_since_last_build, shortest_path_sequence_to_source_points, face_location, locate, build_aabb_tree, and related advanced traits and visitor interfaces.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_simplification	Surface_mesh_simplification		GPL (v3 or later)	PARTIAL	Smsi	CGALPY_SURFACE_MESH_SIMPLIFICATION_BINDINGS	cmake/modules/surface_mesh_simplification_options.cmake	registered Smsi module with maintained sm_sms_epic and sm_sms_epec variants, plus broader all-package variants; existing detached artifacts require rebuild at current HEAD	Current binding_surface_mesh_simplification.cpp exposes stop predicates, costs, placements, filters, constrained placements, Garland-Heckbert policies, Edge_profile, visitor callbacks and a Python dict named-parameter dispatcher. The existing EPIC runtime imports successfully and exposes five edge_collapse overloads with np: dict. The existing EPEC runtime imports successfully but omits edge_collapse because exact-FT builds do not register those overloads.	Existing EPIC and EPEC Smsi stubs parse successfully. The EPIC stub contains five edge_collapse overloads with np: dict = {}, while the EPEC stub correctly omits edge_collapse and retains the policy classes.	Surface_mesh_simplification.json contains 33 compounds. Existing build-tree Smsi_docstrings.hpp and Smsi_docstrings.cpp were verified for both EPIC and EPEC builds, and the current source consumes Smsi_docstrings.hpp.	Maintained sm_sms_epic and sm_sms_epec runner entries and manifests exist, together with sm_all9_epic, pol3_sms_epic, epic_all and epec_all routes. Existing EPIC and EPEC extensions, wheels, stubs and generated docstrings were inspected. Both current build targets require rebuilding. Ten focused Python files exist, but their execution was not validated during this inventory audit.	The maintained EPEC exact-FT variant omits the core edge_collapse operation; the source commit explicitly describes exact-FT support as partial. Edge_profile vertex_point_map is commented out, geom_traits is marked unsupported, and probabilistic Garland-Heckbert plane and triangle policy bindings are commented out. The tracked README statement that all named-parameter support is not ready is stale because substantial dict-based support is now implemented.		VERIFIED-PARTIAL-CURRENT-SOURCE-HISTORICAL-RUNTIME
Surface_mesh_skeletonization	Surface_mesh_skeletonization	Extraction of a curve skeleton from a triangulated surface mesh	GPL (v3 or later)	PARTIAL	Smsk	CGALPY_SURFACE_MESH_SKELETONIZATION_BINDINGS	cmake/modules/surface_mesh_skeletonization_options.cmake	Registered Smsk module validated in focused Surface_mesh EPIC, focused Polyhedron_3 EPIC, and consolidated all-nine Surface_mesh EPIC Release configurations. Candidate and main validations each produced a loadable extension, wheel, source distribution, generated stubs, and build-tree documentation. Exact EPEC intentionally disables Smsk.	Twenty-eight generated documentation references remain wired through the smsk_doc namespace alias. Vmap.vertices is exposed as a read-only Python list. Surface_mesh descriptors convert directly, while Polyhedron iterator descriptors are dereferenced into registered non-owning Polyhedron vertex objects.	Generated Smsk stubs parse successfully and exactly match each live top-level public surface. Vmap.vertices is represented as read-only.	Generated Smsk declaration and definition sets contain 128 matching symbols with no CGAL_-prefixed generated identifier. The descriptor adapter property retains wrapper-owned documentation.	Candidate and main focused Surface_mesh, focused Polyhedron_3, and all-nine builds passed compilation, stub generation, imports, runtime audits, and offline non-isolated wheel and source distribution packaging. Both Polyhedron examples and all tested Surface_mesh examples passed with non-empty outputs and zero tested nanobind leak lines. The visitor example breaks its bound-method callback cycle before deleting the visitor.	set_fixed_vertices remains intentionally unbound because its VertexIterator binding is unresolved. Vmap.vertices is intentionally read-only. Smsk remains unavailable for exact EPEC.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesh_topology	Surface_mesh_topology	Implementation of topological algorithms on surface meshes.	GPL (v3 or later)	PARTIAL	Smt	CGALPY_SURFACE_MESH_TOPOLOGY_BINDINGS	cmake/modules/surface_mesh_topology_options.cmake	Registered Smt module validated in focused Surface_mesh EPIC, focused Surface_mesh EPEC, and consolidated all-nine Surface_mesh EPIC Release configurations. Candidate and main validations each produced a loadable extension, wheel, source distribution, generated stubs, and build-tree documentation.	The binding includes the build-tree-generated Smt documentation header and uses the lowercase cgalpy::smt::docstrings namespace. Eighteen generated references document directly mapped classes, constructors, methods, the sequence push-back convenience wrapper, and the Python base-point homotopy method through the equivalent fixed-endpoint upstream documentation.	Generated Smt stubs parse successfully and exactly match the live four-entity top-level public surface in EPIC, EPEC, and all-nine configurations. Path and topology-helper method sets also match across configurations.	Generated declaration and definition sets contain 73 matching symbols with no CGAL_-prefixed generated identifier. Eighteen exact generated references are wired. Wrapper-only copy, path editing, quadrangulation, and example-helper descriptions remain manually documented.	Candidate and fresh main EPIC, EPEC, and all-nine builds passed compilation, stub generation, imports, runtime documentation audits, offline non-isolated wheel and source-distribution packaging, cross-variant API comparison, and the maintained open-path homotopy example with zero tested nanobind leak lines.	The Python module intentionally exposes a selected Surface_mesh subset of the 73 documented upstream entries. Generated-but-unbound upstream operations and wrapper-only extensions remain outside direct generated wiring; wrapper-specific descriptions are retained where no exact generated API exists.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
Surface_mesher	Surface_mesher		GPL (v3 or later)	UNSUPPORTED				none	Dedicated JSON documentation input: src/libs/cgalpy/lib/docstrings/json/Surface_mesher.json. The exact ownership audit found no direct include of a public header owned by this package in tracked binding sources and no dedicated configuration, test, or authoritative build manifest.	No registered Python module or standalone stub exists for this package.	Documentation or example source material exists, but it is not connected to a registered binding module. Such source material alone does not constitute an exposed Python API.	No dedicated binding configuration, CMake test, or authoritative build manifest exists for this package.	The package has documentation or example source material but no Python binding route. Its classes and functions are not exposed through a standalone module, stub, generated module documentation, or dedicated variant.		VERIFIED-UNSUPPORTED-DOC-ONLY-CURRENT-SOURCE
Surface_sweep_2	Surface_sweep_2	2D sweepline over a planar arrangement	GPL (v3 or later)	PARTIAL	Ss2	CGALPY_SURFACE_SWEEP_2_BINDINGS	cmake/modules/surface_sweep_2_options.cmake	Registered Ss2 module validated in the focused segment-traits EPEC configuration. Candidate and fresh main validations each produced a loadable extension, wheel, source distribution, generated stubs, and build-tree documentation.	The binding includes the build-tree-generated Ss2 documentation header and uses the lowercase cgalpy::ss2::docstrings namespace. Six exact generated references document the default and explicit-traits overloads of intersection-point computation, subcurve computation, and intersection testing.	Generated Ss2 stubs parse successfully and match the live three-function public surface. Default and explicit-traits overloads were exercised at runtime.	Generated declaration and definition sets match, all six wrapper references resolve to declared symbols, runtime documentation is nonempty for all public functions, and no generated identifier has an unnecessary CGAL_ prefix.	Candidate and fresh main Release builds passed compilation, stub generation, imports, runtime audits, offline non-isolated wheel and source-distribution packaging, the maintained Python plane-sweep example, and exact CGAL C++ versus CGALPY Python output parity with zero tested nanobind leak lines.	The registered configuration covers segment traits with EPEC. In the currently included older CGAL compatibility route, the Python consider_common_endpoints parameter is accepted but the underlying do_curves_intersect API has no equivalent endpoint flag, so that argument is currently ignored.		VERIFIED-PARTIAL-CURRENT-SOURCE-CURRENT-RUNTIME
TDS_2	TDS_2	Package 2D Triangulation Data Structure	GPL (v3 or later)	PARTIAL				Dependency or cross-package delivery through existing registered bindings; no standalone Python module is registered for this CGAL package.	Tracked binding sources directly include 1 public header(s) owned by this package from 1 binding source/header file(s). Included headers: CGAL/Triangulation_data_structure_2.h. Binding files: src/libs/cgalpy/include/cgalpy/triangulation_2_config.hpp.	No standalone package stub exists. Python-visible symbols derived from these headers can appear only in stubs for the registered modules containing the wrapper code.	A dedicated package JSON documentation input exists: src/libs/cgalpy/lib/docstrings/json/TDS_2.json. No standalone generated Python documentation module is registered for this package.	No dedicated package configuration, CMake test, or authoritative build manifest was identified. Coverage is indirect through registered variants compiling the listed binding files.	The package is not independently bound. Only selected headers are consumed as dependencies or cross-package implementation details; its complete public API, standalone module, independent stub, module documentation, and dedicated build route are absent.		VERIFIED-PARTIAL-DEPENDENCY-CURRENT-SOURCE
TDS_3	TDS_3	Package TDS_3 : triangulation data structure for dimension <= 3	GPL (v3 or later)	PARTIAL				Dependency or cross-package delivery through existing registered bindings; no standalone Python module is registered for this CGAL package.	Tracked binding sources directly include 1 public header(s) owned by this package from 1 binding source/header file(s). Included headers: CGAL/Triangulation_data_structure_3.h. Binding files: src/libs/cgalpy/include/cgalpy/triangulation_3_config.hpp.	No standalone package stub exists. Python-visible symbols derived from these headers can appear only in stubs for the registered modules containing the wrapper code.	A dedicated package JSON documentation input exists: src/libs/cgalpy/lib/docstrings/json/TDS_3.json. No standalone generated Python documentation module is registered for this package.	No dedicated package configuration, CMake test, or authoritative build manifest was identified. Coverage is indirect through registered variants compiling the listed binding files.	The package is not independently bound. Only selected headers are consumed as dependencies or cross-package implementation details; its complete public API, standalone module, independent stub, module documentation, and dedicated build route are absent.		VERIFIED-PARTIAL-DEPENDENCY-CURRENT-SOURCE
Testsuite	Testsuite	Infrastructure for the test-suite.	LGPL (v3 or later)	NOT-APPLICABLE				test infrastructure		Not applicable: this package contains CGAL test-suite infrastructure rather than a registered Python API module, so no standalone Python stub is expected.			CGAL test-suite infrastructure.		VERIFIED
Tetrahedral_remeshing	Tetrahedral_remeshing		GPL (v3 or later)	UNSUPPORTED				none	Dedicated JSON documentation input: src/libs/cgalpy/lib/docstrings/json/Tetrahedral_remeshing.json. The exact ownership audit found no direct include of a public header owned by this package in tracked binding sources and no dedicated configuration, test, or authoritative build manifest.	No registered Python module or standalone stub exists for this package.	Documentation or example source material exists, but it is not connected to a registered binding module. Such source material alone does not constitute an exposed Python API.	No dedicated binding configuration, CMake test, or authoritative build manifest exists for this package.	The package has documentation or example source material but no Python binding route. Its classes and functions are not exposed through a standalone module, stub, generated module documentation, or dedicated variant.		VERIFIED-UNSUPPORTED-DOC-ONLY-CURRENT-SOURCE
Three	Three	Application running 3D algorithms on 3D items.	GPL (v3 or later)	NOT-APPLICABLE				standalone application		Not applicable: this package is a standalone application rather than a registered Python API module, so no standalone Python stub is expected.			Standalone application for running 3D algorithms.		VERIFIED
